50000	68.51
48872	59.3
47756	51.114
46652	49.527
45560	49.087
44481	49.335
43413	49.735
42357	50.5
41313	51.291
40282	52.391
39262	53.454
38254	54.795
37259	56.059
36275	57.609
35304	59.057
34345	60.821
33398	62.48
32463	64.467
31541	66.316
30631	68.51
29733	70.566
28848	73.028
27976	75.334
27116	78.044
26269	80.592
25435	83.632
24613	86.491
23805	89.865
23009	93.024
22226	96.768
21457	100.31
20701	104.49
19958	108.45
19229	113.14
18514	117.57
17812	122.8
17123	127.77
16449	133.66
15789	139.25
15143	145.85
14511	152.1
13894	159.49
13291	166.58
12703	174.95
12130	182.92
11572	192.3
11029	201.28
10502	211.83
9990.3	221.9
9494.7	233.69
9014.9	244.97
8551.7	258.1
8104.9	270.64
7675.2	285.13
7262.4	298.98
6867.2	314.82
6489.5	329.89
6129.9	346.85
5788.4	362.9
5465.7	380.7
5161.5	397.5
4876.5	415.5
4610.5	432.23
4363.8	449.57
4136.2	465.6
3927.9	481.22
3738.2	495.21
3567	507.63
3413.5	518.28
3276.9	526.2
3156.2	532.26
3050.3	535.48
2957.8	537.47
2877.2	537.47
2807.3	537.47
2746.4	537.47
2693.3	537.47
2646.7	537.47
2605.4	537.47
2568.6	537.47
2535.5	537.47
2505.3	537.47
2477.8	537.47
2452.5	537.47
2429.1	537.47
2407.3	537.47
2386.9	537.47
2367.9	537.47
2350	537.47
2333.3	537.47
2317.5	537.47
2302.6	537.47
2288.5	537.47
2275.3	537.47
2262.7	537.47
2250.9	537.47
2239.7	537.47
2229.1	537.47
2219.1	537.47
2209.7	537.47
2200.8	537.47
2192.3	537.47
2184.3	537.47
2176.8	537.47
2169.7	537.47
2162.9	537.47
2156.6	537.47
2150.6	537.47
2144.9	537.47
2139.6	537.47
2134.5	537.47
2129.8	537.47
2125.3	537.47
2121	537.47
2117	537.47
2113.3	537.47
2109.7	537.47
2106.4	537.47
2103.2	537.47
2100.3	537.47
2097.5	537.47
2094.8	537.47
2092.3	537.47
2090	537.47
2087.8	537.47
2085.7	537.47
2083.8	537.47
2082	537.47
2080.2	537.47
2078.6	537.47
2077.1	537.47
2075.7	537.47
2074.3	537.47
2073.1	537.47
2071.9	537.47
2070.8	537.47
2069.7	537.47
2068.7	537.47
2067.8	537.47
2066.9	537.47
2066.1	537.47
2065.3	537.47
2064.6	537.47
2063.9	537.47
2063.3	537.47
2062.7	537.47
2062.1	537.47
2061.6	537.47
2061.1	537.47
2060.6	537.47
2060.2	537.47
2059.8	537.47
2059.4	537.47
2059.1	537.47
2058.7	537.47
2058.4	537.47
2058.1	537.47
2057.8	537.47
2057.6	537.47
2057.3	537.47
2057.1	537.47
2056.9	537.47
2056.7	537.47
2056.5	537.47
2056.3	537.47
2056.1	537.47
2056	537.47
2055.8	537.47
2055.7	537.47
2055.5	537.47
2055.4	537.47
2055.3	537.47
2055.2	537.47
2055.1	537.47
2055	537.47
2054.9	537.47
2054.8	537.47
2054.8	537.47
2054.7	537.47
2054.6	537.47
2054.5	537.47
2054.5	537.47
2054.4	537.47
2054.4	537.47
2054.3	537.47
2054.3	537.47
2054.2	537.47
2054.2	537.47
2054.2	537.47
2054.1	537.47
2054.1	537.47
2054.1	537.47
2054	537.47
2054	537.47
2054	537.47
2053.9	537.47
2053.9	537.47
2053.9	537.47
2053.9	537.47
2053.9	537.47
2053.8	537.47
2053.8	537.47
2053.8	537.47
2053.8	537.47
2053.8	537.47
2053.8	537.47
2053.8	537.47
2053.8	537.47
2053.7	537.47
2053.7	537.47
2053.7	537.47
2053.7	537.47
2053.7	537.47
2053.7	537.47
2053.7	537.47
2053.7	537.47
2053.7	537.47
2053.7	537.47
2053.7	537.47
2053.7	537.47
2053.7	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
2053.6	537.47
