% Model:              Calibration1.mph
% Version:            COMSOL 5.5.0.292
% Date:               Jul 28 2020, 11:43
% Dimension:          1
% Nodes:              631
% Expressions:        1
% Description:        Line graph
% x                       Height
0                         5.35855216522577E8
0.007936507936507936      5.3306033407867676E8
0.015873015873015872      5.3029314206468093E8
0.02380952380952381       5.2755238371630573E8
0.031746031746031744      5.248371238989583E8
0.03968253968253968       5.2214654715333956E8
0.04761904761904762       5.1947981365783703E8
0.05555555555555555       5.168359731082783E8
0.06349206349206349       5.1421393651440656E8
0.07142857142857144       5.116125059136577E8
0.07936507936507936       5.0903065325761175E8
0.08730158730158731       5.0646996792243105E8
0.09523809523809523       5.039274811812821E8
0.10317460317460317       5.014029098984359E8
0.11111111111111112       4.98895887103236E8
0.11904761904761904       4.964060433674573E8
0.12698412698412698       4.939329314026473E8
0.1349206349206349        4.9147598513381815E8
0.14285714285714285       4.890345132488887E8
0.15079365079365079       4.866077272243968E8
0.15873015873015872       4.8419491461032784E8
0.16666666666666669       4.8179791344409764E8
0.1746031746031746        4.7941411074240196E8
0.18253968253968253       4.7704349390380615E8
0.1904761904761905        4.746859695815307E8
0.1984126984126984        4.723413992707522E8
0.2063492063492063        4.700095492886791E8
0.21428571428571427       4.6769006593110865E8
0.22222222222222224       4.6538247580491006E8
0.23015873015873017       4.6308621133693886E8
0.23809523809523808       4.6080074062425673E8
0.24603174603174605       4.5852792397375697E8
0.25396825396825395       4.562654378537564E8
0.2619047619047619        4.540133930471133E8
0.2698412698412698        4.517718206128993E8
0.2777777777777778        4.495406927682466E8
0.28571428571428575       4.4731988484380287E8
0.29365079365079366       4.4510915747850394E8
0.30158730158730157       4.429081590531632E8
0.30952380952380953       4.4071644836333305E8
0.31746031746031744       4.385335983177403E8
0.3253968253968254        4.3636140776656246E8
0.3333333333333333        4.3419778167971504E8
0.3412698412698413        4.320428855298075E8
0.3492063492063492        4.298968096222579E8
0.35714285714285715       4.2775958169133586E8
0.3650793650793651        4.256311357923657E8
0.373015873015873         4.2351129827716744E8
0.38095238095238093       4.213997908522615E8
0.38888888888888884       4.192962507202508E8
0.3968253968253968        4.172003169028558E8
0.40476190476190477       4.151137043396741E8
0.4126984126984127        4.1303449826245403E8
0.42063492063492064       4.109628885375496E8
0.42857142857142855       4.088989946672509E8
0.4365079365079365        4.06842873567487E8
0.4444444444444444        4.047944930710346E8
0.4523809523809524        4.027537202554613E8
0.46031746031746035       4.0072032459531647E8
0.4682539682539683        3.986939959390035E8
0.47619047619047616       3.9667441865794885E8
0.48412698412698413       3.9466322051438755E8
0.4920634920634921        3.9265863341094434E8
0.5                       3.906608571581397E8
0.5079365079365079        3.8867002534841275E8
0.5158730158730158        3.866862104827786E8
0.5238095238095238        3.847094008345487E8
0.5317460317460317        3.827394903984564E8
0.5396825396825397        3.807762819247748E8
0.5476190476190477        3.7881950303878707E8
0.5555555555555556        3.768688713600874E8
0.5634920634920635        3.7492592992101496E8
0.5714285714285715        3.729890341019641E8
0.5793650793650794        3.7105838625085074E8
0.5873015873015873        3.6913412604767996E8
0.5952380952380953        3.672163342164043E8
0.6031746031746031        3.653050119979847E8
0.611111111111111         3.6340007229976124E8
0.619047619047619         3.615013425207455E8
0.626984126984127         3.596085790531743E8
0.6349206349206349        3.577215254842124E8
0.6428571428571429        3.5584164420131826E8
0.6507936507936507        3.5396739788355035E8
0.6587301587301586        3.520989872152209E8
0.6666666666666666        3.502365532204754E8
0.6746031746031745        3.483801803928541E8
0.6825396825396824        3.465298782919091E8
0.6904761904761904        3.446855736312211E8
0.6984126984126984        3.428471128576985E8
0.7063492063492063        3.4101427522219265E8
0.7142857142857142        3.3918682556139636E8
0.7222222222222222        3.373661496603142E8
0.7301587301587301        3.3555080579109454E8
0.738095238095238         3.337409907344935E8
0.746031746031746         3.3193684414099723E8
0.753968253968254         3.301384516657964E8
0.7619047619047619        3.283458283519569E8
0.7698412698412699        3.265589114820722E8
0.7777777777777777        3.2477756289815813E8
0.7857142857142856        3.230015807898784E8
0.7936507936507936        3.2123074797198987E8
0.8015873015873015        3.194663769850209E8
0.8095238095238095        3.1770711320291585E8
0.8174603174603174        3.159531480015941E8
0.8253968253968255        3.1420461795150536E8
0.8333333333333333        3.1246160819802743E8
0.8412698412698413        3.107241373876953E8
0.8492063492063492        3.089921511613967E8
0.8571428571428572        3.0726552421421784E8
0.8650793650793651        3.055440709222043E8
0.873015873015873         3.038275898794956E8
0.880952380952381         3.021173234732446E8
0.888888888888889         3.00411997743796E8
0.8968253968253967        2.987117978241228E8
0.9047619047619048        2.970168561194234E8
0.9126984126984128        2.953272561761147E8
0.9206349206349206        2.9364301896721977E8
0.9285714285714286        2.9196409693804246E8
0.9365079365079365        2.90290375811856E8
0.9444444444444445        2.886216841558517E8
0.9523809523809523        2.869578346746267E8
0.9603174603174603        2.853000021801906E8
0.9682539682539683        2.8364698835271925E8
0.9761904761904762        2.81998971483948E8
0.984126984126984         2.803560791112111E8
0.992063492063492         2.787183924554556E8
1                         2.770859339219561E8
1.007936507936508         2.754586616313367E8
1.0158730158730158        2.738364709808427E8
1.0238095238095237        2.7221920323586017E8
1.0317460317460316        2.7060668396123874E8
1.0396825396825395        2.6900002278242314E8
1.0476190476190477        2.6739809287161222E8
1.0555555555555554        2.6580106531034252E8
1.0634920634920635        2.642090623267127E8
1.0714285714285712        2.6262216234035102E8
1.0793650793650793        2.6104038856207186E8
1.0873015873015872        2.5946370395801035E8
1.0952380952380953        2.5789201257804385E8
1.103174603174603         2.563251672485775E8
