0.0003225	1.4386e+07	2.0704e+05
0.000325	1.3957e+07	2.0132e+05
0.0003275	1.3535e+07	1.9588e+05
0.00033	1.3122e+07	1.9073e+05
0.0003325	1.2717e+07	1.8585e+05
0.000335	1.232e+07	1.8121e+05
0.0003375	1.1931e+07	1.7683e+05
0.00034	1.1549e+07	1.7267e+05
0.0003425	1.1174e+07	1.6874e+05
0.000345	1.0807e+07	1.6502e+05
0.0003475	1.0447e+07	1.615e+05
0.00035	1.0095e+07	1.5817e+05
0.0003525	9.7491e+06	1.5503e+05
0.000355	9.4104e+06	1.5206e+05
0.0003575	9.0785e+06	1.4926e+05
0.00036	8.7534e+06	1.4662e+05
0.0003625	8.435e+06	1.4413e+05
0.000365	8.1231e+06	1.4179e+05
0.0003675	7.8178e+06	1.3958e+05
0.00037	7.519e+06	1.3751e+05
0.0003725	7.2265e+06	1.3556e+05
0.000375	6.9404e+06	1.3374e+05
0.0003775	6.6605e+06	1.3202e+05
0.00038	6.3868e+06	1.3042e+05
0.0003825	6.1194e+06	1.2891e+05
0.000385	5.8579e+06	1.2751e+05
0.0003875	5.6026e+06	1.2619e+05
0.00039	5.3533e+06	1.2497e+05
0.0003925	5.11e+06	1.2383e+05
0.000395	4.8725e+06	1.2277e+05
0.0003975	4.6411e+06	1.2178e+05
0.0004	4.4154e+06	1.2087e+05
0.0004025	4.1956e+06	1.2002e+05
0.000405	3.9816e+06	1.1924e+05
0.0004075	3.7734e+06	1.1852e+05
0.00041	3.5709e+06	1.1785e+05
0.0004125	3.3742e+06	1.1724e+05
0.000415	3.1831e+06	1.1668e+05
0.0004175	2.9978e+06	1.1617e+05
0.00042	2.8181e+06	1.157e+05
0.0004225	2.644e+06	1.1528e+05
0.000425	2.4756e+06	1.1489e+05
0.0004275	2.3128e+06	1.1454e+05
0.00043	2.1556e+06	1.1423e+05
0.0004325	2.004e+06	1.1394e+05
0.000435	1.858e+06	1.1369e+05
0.0004375	1.7176e+06	1.1346e+05
0.00044	1.5827e+06	1.1326e+05
0.0004425	1.4533e+06	1.1308e+05
0.000445	1.3295e+06	1.1293e+05
0.0004475	1.2113e+06	1.1279e+05
0.00045	1.0985e+06	1.1267e+05
0.0004525	9.9135e+05	1.1257e+05
0.000455	8.8966e+05	1.1248e+05
0.0004575	7.935e+05	1.124e+05
0.00046	7.0284e+05	1.1234e+05
0.0004625	6.1769e+05	1.1229e+05
0.000465	5.3804e+05	1.1225e+05
0.0004675	4.639e+05	1.1221e+05
0.00047	3.9526e+05	1.1218e+05
0.0004725	3.3211e+05	1.1216e+05
0.000475	2.7446e+05	1.1214e+05
0.0004775	2.2231e+05	1.1213e+05
0.00048	1.7564e+05	1.1212e+05
0.0004825	1.3447e+05	1.1211e+05
0.000485	98795	1.1211e+05
0.0004875	68607	1.1211e+05
0.00049	43908	1.1211e+05
0.0004925	24698	1.121e+05
0.000495	10977	1.121e+05
0.0004975	2744.2	1.121e+05
0.0005	0	1.121e+05
