1000	1000	25	552.98
942.03	1000	25	554.45
887.38	1000	25	556.38
835.77	1000	25	560.47
787.12	1000	25	564.36
741.23	1000	25	567.93
697.96	1000	25	571.13
657.18	1000	25	573.97
618.74	1000	25	576.61
582.53	1000	25	578.99
548.41	1000	25	581.1
516.27	1000	25	582.99
486	1000	25	584.67
457.5	1000	25	586.16
430.66	1000	25	587.47
405.39	1000	25	588.59
381.6	1000	25	589.53
359.2	1000	25	590.32
338.12	1000	25	591
318.29	1000	25	591.54
299.61	1000	25	591.95
282.05	1000	25	592.23
265.51	1000	25	592.41
249.96	1000	25	592.49
235.32	1000	25	592.41
221.56	1000	25	592.2
208.6	1000	25	591.86
196.42	1000	25	591.44
184.97	1000	25	590.93
174.19	1000	25	590.25
164.06	1000	25	589.59
154.54	1000	25	589.14
145.59	1000	25	589.01
137.17	1000	25	589.12
129.26	1000	25	589.4
121.83	1000	25	589.79
114.85	1000	25	590.27
108.3	1000	25	590.81
102.14	1000	25	591.36
96.361	1000	25	591.93
90.938	1000	25	592.49
85.85	1000	25	593.04
81.079	1000	25	593.57
76.608	1000	25	594.07
72.418	1000	25	594.55
68.494	1000	25	594.99
64.822	1000	25	595.4
61.388	1000	25	595.79
58.178	1000	25	596.14
55.18	1000	25	596.46
52.382	1000	25	596.76
49.774	1000	25	597.03
47.345	1000	25	597.27
45.085	1000	25	597.49
42.985	1000	25	597.69
41.036	1000	25	597.87
39.23	1000	25	598.04
37.558	1000	25	598.18
36.012	1000	25	598.32
34.587	1000	25	598.43
33.273	1000	25	598.54
32.066	1000	25	598.64
30.957	1000	25	598.72
29.941	1000	25	598.8
29.012	1000	25	598.86
28.164	1000	25	598.93
27.391	1000	25	598.98
26.688	1000	25	599.03
26.05	1000	25	599.07
25.472	1000	25	599.11
24.948	1000	25	599.14
24.476	1000	25	599.17
24.049	1000	25	599.2
23.666	1000	25	599.22
23.32	1000	25	599.24
23.011	1000	25	599.26
22.733	1000	25	599.28
22.484	1000	25	599.29
22.261	1000	25	599.31
22.062	1000	25	599.32
21.884	1000	25	599.33
21.726	1000	25	599.34
21.584	1000	25	599.35
21.458	1000	25	599.35
21.346	1000	25	599.36
21.247	1000	25	599.37
21.158	1000	25	599.37
21.079	1000	25	599.38
21.009	1000	25	599.38
20.947	1000	25	599.38
20.891	1000	25	599.39
20.842	1000	25	599.39
20.799	1000	25	599.39
20.76	1000	25	599.39
20.726	1000	25	599.4
20.695	1000	25	599.4
20.668	1000	25	599.4
20.645	1000	25	599.4
20.623	1000	25	599.4
20.605	1000	25	599.4
20.588	1000	25	599.4
20.573	1000	25	599.4
20.56	1000	25	599.4
20.549	1000	25	599.41
20.538	1000	25	599.41
20.529	1000	25	599.41
20.521	1000	25	599.41
20.514	1000	25	599.41
20.507	1000	25	599.41
20.502	1000	25	599.41
20.497	1000	25	599.41
20.492	1000	25	599.41
20.488	1000	25	599.41
20.485	1000	25	599.41
20.482	1000	25	599.41
20.479	1000	25	599.41
20.476	1000	25	599.41
20.474	1000	25	599.41
20.472	1000	25	599.41
20.471	1000	25	599.41
20.469	1000	25	599.41
20.468	1000	25	599.41
20.466	1000	25	599.41
20.465	1000	25	599.41
20.464	1000	25	599.41
20.463	1000	25	599.41
20.462	1000	25	599.41
20.462	1000	25	599.41
20.461	1000	25	599.41
20.46	1000	25	599.41
20.46	1000	25	599.41
20.459	1000	25	599.41
20.459	1000	25	599.41
20.459	1000	25	599.41
20.458	1000	25	599.41
20.458	1000	25	599.41
20.457	1000	25	599.41
20.457	1000	25	599.41
20.457	1000	25	599.41
20.457	1000	25	599.41
20.456	1000	25	599.41
20.456	1000	25	599.41
20.456	1000	25	599.41
20.456	1000	25	599.41
20.456	1000	25	599.41
20.455	1000	25	599.41
20.455	1000	25	599.41
20.455	1000	25	599.41
20.455	1000	25	599.41
20.455	1000	25	599.41
20.455	1000	25	599.41
20.455	1000	25	599.41
20.454	1000	25	599.41
20.454	1000	25	599.41
20.454	1000	25	599.41
20.454	1000	25	599.41
20.454	1000	25	599.41
20.454	1000	25	599.41
20.454	1000	25	599.41
20.454	1000	25	599.41
20.454	1000	25	599.41
20.454	1000	25	599.41
20.453	1000	25	599.41
20.453	1000	25	599.41
20.453	1000	25	599.41
20.453	1000	25	599.41
20.453	1000	25	599.41
20.453	1000	25	599.41
20.453	1000	25	599.41
20.453	1000	25	599.41
20.453	1000	25	599.41
20.453	1000	25	599.41
20.453	1000	25	599.41
20.453	1000	25	599.41
20.453	1000	25	599.41
20.453	1000	25	599.41
20.452	1000	25	599.41
20.452	1000	25	599.41
20.452	1000	25	599.41
20.452	1000	25	599.41
20.452	1000	25	599.41
20.452	1000	25	599.41
20.452	1000	25	599.41
20.452	1000	25	599.41
20.452	1000	25	599.41
20.452	1000	25	599.41
20.452	1000	25	599.41
20.452	1000	25	599.41
20.452	1000	25	599.41
20.452	1000	25	599.41
20.452	1000	25	599.41
20.452	1000	25	599.41
20.452	1000	25	599.41
20.452	1000	25	599.41
20.452	1000	25	599.41
20.452	1000	25	599.41
20.452	1000	25	599.41
20.452	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
20.451	1000	25	599.41
2000	2000	25	466.82
1888.9	2000	25	470.47
1783.5	2000	25	474.89
1683.4	2000	25	483.45
1588.5	2000	25	491.72
1498.6	2000	25	499.85
1413.5	2000	25	507.62
1332.9	2000	25	515.15
1256.6	2000	25	522.24
1184.5	2000	25	529.03
1116.3	2000	25	535.35
1051.9	2000	25	541.29
991.1	2000	25	546.78
933.69	2000	25	551.89
879.51	2000	25	556.55
828.4	2000	25	560.79
780.2	2000	25	564.62
734.76	2000	25	568.1
691.92	2000	25	571.21
651.56	2000	25	573.96
613.53	2000	25	576.35
577.7	2000	25	578.47
543.96	2000	25	580.27
512.18	2000	25	581.82
482.27	2000	25	583.11
454.1	2000	25	584.16
427.6	2000	25	584.96
402.65	2000	25	585.54
379.18	2000	25	585.91
357.09	2000	25	586.08
336.31	2000	25	586.03
316.77	2000	25	585.78
298.39	2000	25	585.52
281.11	2000	25	585.45
264.86	2000	25	585.67
249.59	2000	25	586.09
235.24	2000	25	586.65
221.75	2000	25	587.31
209.09	2000	25	588.03
197.19	2000	25	588.78
186.02	2000	25	589.53
175.53	2000	25	590.28
165.69	2000	25	591
156.47	2000	25	591.7
147.82	2000	25	592.35
139.71	2000	25	592.97
132.11	2000	25	593.55
125.01	2000	25	594.09
118.35	2000	25	594.58
112.14	2000	25	595.04
106.33	2000	25	595.46
100.91	2000	25	595.84
95.848	2000	25	596.19
91.136	2000	25	596.51
86.751	2000	25	596.79
82.674	2000	25	597.05
78.888	2000	25	597.29
75.378	2000	25	597.5
72.127	2000	25	597.69
69.121	2000	25	597.86
66.346	2000	25	598.01
63.788	2000	25	598.15
61.434	2000	25	598.27
59.273	2000	25	598.38
57.29	2000	25	598.48
55.476	2000	25	598.57
53.819	2000	25	598.65
52.308	2000	25	598.72
50.932	2000	25	598.78
49.683	2000	25	598.83
48.549	2000	25	598.88
47.524	2000	25	598.93
46.596	2000	25	598.97
45.76	2000	25	599
45.006	2000	25	599.03
44.328	2000	25	599.06
43.719	2000	25	599.08
43.173	2000	25	599.1
42.683	2000	25	599.12
42.245	2000	25	599.14
41.853	2000	25	599.16
41.503	2000	25	599.17
41.191	2000	25	599.18
40.912	2000	25	599.19
40.664	2000	25	599.2
40.443	2000	25	599.21
40.246	2000	25	599.22
40.071	2000	25	599.22
39.916	2000	25	599.23
39.777	2000	25	599.23
39.654	2000	25	599.24
39.545	2000	25	599.24
39.449	2000	25	599.25
39.363	2000	25	599.25
39.286	2000	25	599.25
